Date,Store_ID,Product_ID,Category,Region,Inventory Level,Units_Sold,Units_Ordered,Demand_Forecast,Price,Discount,Weather_Condition,Holiday_Promotion,Competitor_Pricing,Seasonality
10-04-2022,DMART_CHN_04,PROD_00397,apparel,South,519,224,222,125,938.53,0.07,Thunderstorm,NO,952.28,Medium
05-05-2024,JIOMART_PAT_01,PROD_00411,BEAUTY,East,19690,104,0,83,582.4,0.2,Sunny,Eid Special,711.1,Medium
15-03-2022,AMAZON_DEL_01,PROD_00012,Book,North,303,259,337,261,486.23,0.2,stormy,Diwali Sale,520.5,Normal
25-04-2022,DMART_BLR_03,PROD_00205,Sport,South,395,295,160,387,,0.16,,Republic Day,1846.68,Medium
01-20-2022,DMART_DEL_02,PROD_00037,cosmetics,North,1448,544,507,424,993.68,0.28,Rainy,Navratri,1138.39,Medium
04-15-2022,BIGBAZAAR_NGP_01,PROD_00426,Furnishings,West,213,75,170,24,10821.96,0.07,sunny,Republic Day,11785.24,Medium
12-06-2023,MEESHO_HYD_02,PROD_00127,Electrnics,South,225,113,105,180,17637.06,0.04,Storm,TRUE,16990.03,Low
04-12-2022,DMART_CHN_04,PROD_00031,Home & Kitchen,South,3066,1219,2988,911,2891.32,0.11,Overcast,TRUE,2919.88,High
06-30-2024,FLIPKART_PUN_02,PROD_00408,Toys,West,225,116,265,137,8819.44,0.09,,None,8364.25,Low
02-17-2024,DMART_MUM_01,PROD_00434,Furnishings,West,411,372,370,536,10611.19,0.12,Windy,TRUE,9420.01,Low
21-09-2024,RELIANCE_LKW_01,PROD_00153,Clothing,North,332,125,199,86,14560.24,0.45,Rainy,none,14211.44,Normal
27-09-2023,LOCALMART_JDP_01,PROD_00414,Groceries,West,126,77,52,60,490.74,,rainy,FALSE,482.5,Average
12-04-2024,AMAZON_DEL_01,PROD_00472,Toys,North,496,282,469,420,1059.73,0.11,Overcast,None,1014.44,Medium
20-02-2024,DMART_DEL_02,PROD_00172,Stationery,North,1207,489,1343,421,508.24,0.24,Thunderstorm,TRUE,439.38,Low
23-08-2023,DMART_CHN_04,PROD_00301,FURNITURE,South,2016,639,1175,757,12436.92,0.36,overcast,Diwali Sale,15152.72,Normal
09-03-2022,JIOMART_PAT_01,PROD_00114,Cosmetics,East,1671,521,670,442,715.42,0.31,Thunderstorm,Diwali Sale,591.01,Average
09-08-2022,DMART_MUM_01,PROD_00485,Beauty,West,1450,8,1240,506,696.56,0.46,Overcast,Onam Festival,806.32,Normal
28-08-2023,FLIPKART_PUN_02,PROD_00167,toys,West,1278,386,700,436,822.76,0.35,SUNNY,1,987.93,Medium
24-09-2024,RELIANCE_LKW_01,PROD_00097,Kitchen,North,399,0,397,154,125,0.1,windy,TRUE,1999.88,Medium
23-02-2022,LOCALMART_JDP_01,PROD_00376,Home&Kitchen,West,59332,14,43660,30319,2387.61,0.52,rain,Independence Day,3134.13,Slow
25-08-2023,AMAZON_DEL_01,PROD_00067,groceries,North,604,206,326,267,,0.34,,1,5100.26,Medium
11-05-2022,RELIANCE_LKW_01,PROD_00385,Home,North,367,135,294,190,2263.62,0.24,overcast,none,2515.16,High
01-10-2022,RELIANCE_LKW_01,PROD_00112,Sports,North,560,202,175,155,2162.63,0.15,Mist,1,1807.52,Off-season
05-03-2023,DMART_BLR_03,PROD_00132,Food,South,896,361,280,362,369.69,0.44,Overcast,Diwali Sale,295.25,Average
30-11-2024,DMART_BLR_03,PROD_00026,electronics,South,130,48,51,32,11689.53,0.1,Windy,Holi Offer,10554.18,Medium
20-06-2023,FLIPKART_BLR_01,PROD_00014,Stationery,South,111,97,65,70,,0.2,windy,None,461.52,Low
03-03-2024,DMART_MUM_01,PROD_00320,sports,West,456,220,415,146,2226.33,0.07,STORM,Holi Offer,1986.34,Medium
04-02-2024,RELIANCE_LKW_01,PROD_00120,AUTO,North,1169,460,1197,509,,0.18,Fair,TRUE,3207.62,Low
04-08-2022,MEESHO_HYD_02,PROD_00072,Home & Kitchen,South,919,496,1091,498,,0.13,Clear,Navratri,3527.6,Normal
11-09-2024,DMART_BLR_03,PROD_00154,HOME & KITCHEN,South,496,209,493,246,2859.91,0.15,windy,NO,3232.76,High
16-10-2023,JIOMART_PAT_01,PROD_00382,toys,East,182,158,86,171,825.26,0.04,,Independence Day,883.47,High
10-04-2024,LOCALMART_JDP_01,PROD_00280,Beauty,West,119,71,112,78,723.58,0.1,stormy,0,785.01,Average
05-03-2024,AMAZON_DEL_01,PROD_00357,Cosmetics,North,,1104,507,1323,,0.4,stormy,FALSE,1122.32,Normal
08-09-2022,MEESHO_HYD_02,PROD_00349,clothing,South,455,362,168,258,1326.94,0.34,Wet,Eid Special,1410.18,Medium
28-10-2022,MEESHO_HYD_02,PROD_00079,toys,South,629,299,571,286,934.32,0.16,FOG,None,1021.17,High
01-11-2022,AMAZON_MUM_02,PROD_00298,Electronic,West,408,225,329,361,19239.21,0.38,overcast,Holi Offer,23707.38,Slow
11-03-2024,DMART_BLR_03,PROD_00078,Home&Kitchen,South,340,107,332,106,2021.32,0.37,Drizzle,NO,1801.14,Average
09-09-2022,BIGBAZAAR_NGP_01,PROD_00295,HOME & KITCHEN,West,,56,79,52,2179.13,0.4,sunny,None,2369.49,Medium
15-09-2023,MEESHO_HYD_02,PROD_00101,automotive,South,169,8,54,99,4108.38,0.69,Mist,Holi Offer,3971.83,Average
18-05-2024,DMART_DEL_02,PROD_00357,Automotive,North,1312,767,679,891,3598.27,0.45,Fog,Eid Special,4093.33,Normal
28-04-2022,BIGBAZAAR_NGP_01,PROD_00254,Food,West,249,230,190,229,360.9,0.09,,none,506.32,Medium
04-30-2022,AMAZON_MUM_02,PROD_00110,BOOKS,West,1622,5,790,797,574.03,0.57,,1,368.89,Average
23-12-2024,MEESHO_KOL_01,PROD_00187,Grocery,East,385,134,390,123,249.64,0.07,Mist,none,215.56,Peak
01-12-2024,DMART_BLR_03,PROD_00299,Kitchen,South,,250,200,234,2565.81,0.4,Clear,FALSE,3181.93,Peak
18-06-2023,LOCALMART_JDP_01,PROD_00337,automotive,West,143,42,93,-6,3257.01,0.42,stormy,Independence Day,3070.89,Slow
27-04-2024,LOCALMART_JDP_01,PROD_00387,apparel,West,1152,580,1362,826,1479.15,0.03,WINDY,TRUE,1134.87,Medium
20-03-2024,BIGBAZAAR_NGP_01,PROD_00435,CLOTHING,West,1351,394,555,294,1334.18,0,Fog,Onam Festival,1412.51,Medium
18-04-2022,DMART_DEL_02,PROD_00223,Electrnics,North,576,212,676,189,13588.49,0.38,Drizzle,1,11438.8,Average
08-22-2022,DMART_CHN_04,PROD_00486,Beauty,South,,33,85,-14,914.18,0.08,Storm,NO,749.29,Normal
12-27-2023,LOCALMART_JDP_01,PROD_00463,clothing,West,1018,360,980,415,1246.52,0.19,Stormy,Navratri,1099.71,Festive
07-20-2024,MEESHO_KOL_01,PROD_00424,groceries,East,15459,448,0,357,392.63,,SUN,Diwali Sale,403.56,Off-season
20-11-2023,JIOMART_PAT_01,PROD_00146,groceries,East,761,256,791,275,322.79,0.29,Windy,none,244.22,Festive
23-11-2022,RELIANCE_LKW_01,PROD_00176,Groceries,North,2677,833,1402,971,356.82,0.44,Wet,Diwali Sale,436.81,High
05-02-2023,FLIPKART_BLR_01,PROD_00014,furniture,South,562,337,456,278,,0.09,clear,TRUE,13224.76,Slow
01-19-2025,BIGBAZAAR_NGP_01,PROD_00054,FURNITURE,West,316,141,144,67,16807.9,0.06,RAINY,FALSE,21558.05,Off-season
16-04-2024,AMAZON_MUM_02,PROD_00378,Automotive,West,497,181,476,300,4237.91,0.15,SUN,Republic Day,3257.51,Normal
14-12-2023,DMART_DEL_02,PROD_00311,sports,North,535,423,302,569,2172.42,0.2,Thunderstorm,TRUE,2713.81,Festive
07-01-2022,FLIPKART_BLR_01,PROD_00331,clothing,South,553,206,504,218,1066.83,0.15,,none,1139.44,Low
08-09-2023,Spencer_CHN_01,PROD_00207,Automotive,South,1205,388,363,394,3090.07,0.25,Breezy,TRUE,3120.37,Off-season
11-15-2023,JIOMART_PAT_01,PROD_00496,Stationery,East,-195,398,444,311,485.06,0.34,SUNNY,Independence Day,485.48,High
08-21-2022,JIOMART_PAT_01,PROD_00052,Kids,East,5688,289,0,383,1025.77,,CLOUDY,1,1118.57,Normal
01-04-2023,FLIPKART_PUN_02,PROD_00210,Car Accessories,West,-83,387,600,243,3312.25,,Clear,Christmas Sale,4011.26,Normal
08-06-2023,JIOMART_PAT_01,PROD_00029,Sport,East,351,194,167,218,1596.05,0.06,Breezy,Onam Festival,1412.36,Off-season
12-26-2023,BIGBAZAAR_NGP_01,PROD_00392,sports,West,156,0,100,97,,0.22,Windy,Holi Offer,2112.49,Peak
07-04-2023,DMART_BLR_03,PROD_00024,Sports,South,833,239,811,113,2012.47,0.43,Clear,Onam Festival,1616.08,Medium
14-07-2022,RELIANCE_LKW_01,PROD_00342,Car Accessories,North,539,235,447,237,4322.99,0.25,rain,1,4161.96,Peak
26-03-2023,LOCALMART_JDP_01,PROD_00203,Home&Kitchen,West,522,267,551,343,2690.41,0.05,Foggy,Republic Day,2954.98,Average
19-10-2023,JIOMART_PAT_01,PROD_00076,Automotive,East,1243,413,849,573,2867.03,0.43,Overcast,Holi Offer,3356.01,High
11-13-2022,DMART_MUM_01,PROD_00045,books,West,1257,499,616,433,542.98,0.14,FOG,New Year Sale,682.63,High
07-27-2023,JIOMART_PAT_01,PROD_00384,Furniture,East,977,502,821,625,12467.16,0.16,Foggy,Diwali Sale,12288.25,Off-season
23-05-2022,DMART_DEL_02,PROD_00046,ELECTRONICS,North,572,248,642,303,12466.14,0.3,Fair,Onam Festival,15128.1,Medium
19-01-2022,AMAZON_DEL_01,PROD_00464,sports,North,346,103,223,102,1948.12,0.06,Thunderstorm,FALSE,2188.27,Low
25-10-2023,MEESHO_KOL_01,PROD_00350,Food,East,6176,176,0,177,280.34,0.06,Thunderstorm,FALSE,283.76,High
01-08-2024,MEESHO_KOL_01,PROD_00348,cosmetics,East,600,9,481,193,672.31,0.53,Stormy,TRUE,757.47,Medium
04-01-2024,RELIANCE_LKW_01,PROD_00311,Automotive,North,1102,391,723,478,3919.61,0.32,Windy,Holi Offer,5203.6,Off-season
01-04-2023,JIOMART_PAT_01,PROD_00439,Kitchen,East,,101,58,55,1832.61,0.36,windy,FALSE,2012.2,Peak
27-09-2024,JIOMART_PAT_01,PROD_00374,Clothes,East,163,117,194,120,889.79,0.12,rainy,Republic Day,1127.57,Normal
07-03-2024,AMAZON_MUM_02,PROD_00063,groc,West,23654,11046,8104,14915,362.51,0.25,,Diwali Sale,319.3,Average
28-04-2025,DMART_BLR_03,PROD_00098,HOME & KITCHEN,South,,240,461,329,1871.31,0.01,Foggy,FALSE,1858.06,Normal
11-02-2023,DMART_DEL_02,PROD_00308,Kitchen,North,364,8,402,122,3154.82,0.37,cloudy,None,2525.4,Peak
06-03-2024,AMAZON_DEL_01,PROD_00327,Electrnics,North,140,112,129,114,15160.65,0.42,Clear,Republic Day,16839.83,Average
25-01-2024,LOCALMART_JDP_01,PROD_00381,apparel,West,237,92,214,119,1430.53,0.26,,0,1164.51,Low
20-05-2024,DMART_CHN_04,PROD_00079,Books,South,-167,397,851,518,353.32,0.18,,Navratri,290.82,Medium
19-09-2024,DMART_MUM_01,PROD_00005,Home&Kitchen,West,584,314,389,434,2939.87,,WINDY,None,3481.61,Average
03-06-2024,RELIANCE_LKW_01,PROD_00177,groceries,North,565,193,490,186,308.4,0.34,Storm,New Year Sale,404.4,Slow
15-11-2023,FLIPKART_PUN_02,PROD_00279,cosmetics,West,209,116,244,82,790.35,0.15,CLOUDY,Holi Offer,533.29,High
03-08-2023,Spencer_CHN_01,PROD_00225,furniture,South,432,135,184,208,12863.95,0.33,Rain,FALSE,13452.38,Medium
05-01-2023,DMART_BLR_03,PROD_00198,Elec,South,741,222,438,223,12549.14,0.19,Storm,None,10933.66,Normal
22-10-2022,DMART_MUM_01,PROD_00170,home,West,259,248,183,200,2864.08,0.39,Stormy,Independence Day,3549.57,High
09-09-2023,Spencer_CHN_01,PROD_00425,Sports,South,404,135,218,178,1439.74,0.03,Wet,Republic Day,1544.57,Normal
07-04-2022,JIOMART_PAT_01,PROD_00281,beauty,East,802,249,766,268,749.78,0.37,windy,Onam Festival,639.79,Average
30-01-2022,DMART_CHN_04,PROD_00155,Beauty,South,1004,496,791,372,791.52,0.23,RAINY,Onam Festival,757.17,Off-season
13-07-2022,RELIANCE_LKW_01,PROD_00347,automotive,North,,216,239,302,,0.3,Thunderstorm,Onam Festival,4850.96,Off-season
02-07-2023,RELIANCE_LKW_01,PROD_00493,Toy,North,105,31,47,36,770.26,0.41,RAINY,NO,865.57,Slow
03-12-2025,FLIPKART_BLR_01,PROD_00225,TOYS,South,826,246,539,245,1021.46,0.14,RAINY,Holi Offer,875.61,Normal
03-12-2022,FLIPKART_BLR_01,PROD_00061,apparel,South,2181,855,1700,568,1124.82,0.21,,TRUE,991.24,High
01-04-2022,MEESHO_HYD_02,PROD_00222,Toy,South,172,169,61,70,914.04,0.34,SUN,FALSE,845.47,Average
04-10-2024,FLIPKART_PUN_02,PROD_00086,TOYS,West,745,329,573,208,1112.92,0.09,rainy,Eid Special,1214.33,Peak
08-09-2022,MEESHO_HYD_02,PROD_00374,home,South,602,228,364,238,2151.61,0.36,rain,Onam Festival,2318.21,Medium
04-18-2024,JIOMART_PAT_01,PROD_00151,Books,East,499,166,207,177,332.38,0.13,,none,288.69,Normal
03-10-2022,AMAZON_DEL_01,PROD_00320,beauty,North,207,87,110,97,743.03,0.3,Stormy,0,583.33,Average
04-25-2022,RELIANCE_LKW_01,PROD_00098,Stationery,North,633,224,610,222,583.11,0.01,,0,871.81,Peak
18-08-2023,LOCALMART_JDP_01,PROD_00281,Home&Kitchen,West,,815,3233,815,2606.21,0.16,Thunderstorm,Christmas Sale,2303.95,Normal
18-12-2024,FLIPKART_PUN_02,PROD_00192,Home & Kitchen,West,1330,862,1566,1243,2593.32,0.19,Clear,Onam Festival,3460.95,Low
12-11-2023,DMART_DEL_02,PROD_00232,Fitness,North,1457,496,1630,408,2162.06,,Overcast,FALSE,2633.28,Festive
08-01-2022,DMART_MUM_01,PROD_00198,HOME & KITCHEN,West,242,186,252,265,,0.1,Fog,Republic Day,3744.51,Average
14-05-2022,FLIPKART_PUN_02,PROD_00147,Automotive,West,708,295,647,278,3678.88,0.14,sunny,0,3480.89,Normal
08-06-2023,Spencer_CHN_01,PROD_00202,Toys,South,5950,177,0,133,1089.59,0.11,Drizzle,NO,1360.7,Slow
13-01-2024,MEESHO_KOL_01,PROD_00399,Beauty,East,744,226,766,131,744.82,0.4,,Navratri,667.09,Low
01-02-2022,AMAZON_DEL_01,PROD_00190,Automotive,North,277,170,232,256,2821.41,0.38,CLOUDY,Onam Festival,2570.65,Off-season
06-11-2022,MEESHO_HYD_02,PROD_00466,Clothing,South,739,569,365,653,1116.39,0.34,clear,Eid Special,1068.43,High
16-03-2024,FLIPKART_BLR_01,PROD_00091,Fitness,South,485,14,492,150,1833.13,0.39,Wet,Holi Offer,2261.9,Normal
25-10-2023,AMAZON_DEL_01,PROD_00482,Clothes,North,1499,437,1018,308,1550.16,0.02,Windy,1,1381.77,Festive
03-01-2022,RELIANCE_LKW_01,PROD_00255,AUTO,North,-12,60,190,70,3393.96,0.09,clear,None,4468.14,Low
26-05-2023,LOCALMART_JDP_01,PROD_00195,Cosmetics,West,462,12,551,318,895.63,,Mist,0,1027,High
03-07-2023,BIGBAZAAR_NGP_01,PROD_00400,Electronics,West,382,174,395,143,16110.79,0.16,CLOUDY,Diwali Sale,19141.94,Low
05-16-2023,AMAZON_DEL_01,PROD_00175,groc,North,,50,89,71,364.58,0.29,Mist,Christmas Sale,353.55,Average
26-07-2023,LOCALMART_JDP_01,PROD_00212,books,West,374,270,432,393,449.76,0.26,Windy,FALSE,477.74,Off-season
22-02-2024,Spencer_CHN_01,PROD_00128,Home&Kitchen,South,317,13,342,113,2672.41,0.38,Breezy,FALSE,2465.29,Low
04-06-2023,RELIANCE_LKW_01,PROD_00220,Books,North,418,149,464,165,406.59,,Thunderstorm,0,291.26,Slow
07-07-2022,MEESHO_HYD_02,PROD_00471,HOME & KITCHEN,South,116,7,139,65,2905.64,0.43,cloudy,none,2858.8,Slow
08-01-2024,JIOMART_PAT_01,PROD_00318,BOOKS,East,74,36,55,6,324.77,0.34,sunny,New Year Sale,380.1,Low
29-04-2024,DMART_DEL_02,PROD_00099,Electronic,North,409,150,168,244,,0.33,Rain,none,17033.64,Normal
29-11-2024,DMART_BLR_03,PROD_00209,BOOKS,South,654,479,601,411,468.88,0.09,FOG,Holi Offer,539.7,High
20-12-2023,FLIPKART_PUN_02,PROD_00490,Electronic,West,399,216,355,270,13804.05,0.45,,0,17303.59,High
09-22-2023,JIOMART_PAT_01,PROD_00465,Clothes,East,433,270,263,311,1206.88,0.28,,none,949.37,Normal
23-02-2022,DMART_BLR_03,PROD_00201,Furnishings,South,259,103,299,115,9293.47,0.18,overcast,FALSE,10621.67,Slow
01-06-2024,DMART_CHN_04,PROD_00467,BEAUTY,South,388,145,319,69,646.18,0.06,Breezy,none,547.68,Slow
21-12-2024,FLIPKART_BLR_01,PROD_00143,Sport,South,935,273,305,342,,0.23,Windy,0,1462.36,High
31-01-2024,DMART_DEL_02,PROD_00444,TOYS,North,140,67,160,65,1003.66,0.02,,Republic Day,1351.45,Off-season
12-01-2022,MEESHO_KOL_01,PROD_00201,Automotive,East,270,119,209,96,3505,0.26,Stormy,Holi Offer,3643.56,Low
24-06-2023,DMART_MUM_01,PROD_00163,Furniture,West,191,579,165,414,15381.56,0.4,Fair,Navratri,15149.07,Slow
02-04-2024,DMART_BLR_03,PROD_00222,Kids,South,195,117,126,94,742.53,0.42,FOG,NO,895.96,Medium
01-18-2023,JIOMART_PAT_01,PROD_00031,furniture,East,25,21,13,12,10167.52,0.14,SUN,TRUE,10977.56,Low
11-01-2022,DMART_MUM_01,PROD_00424,SPORTS,West,,52,75,59,2022.19,0.01,Stormy,Navratri,1956.09,Low
11-08-2023,FLIPKART_PUN_02,PROD_00044,clothing,West,561,10,430,260,1462.24,0.69,Stormy,Holi Offer,1949.84,Normal
12-11-2024,DMART_DEL_02,PROD_00377,books,North,798,234,353,231,377.74,0.44,FOG,0,504.58,Festive
02-02-2023,Spencer_CHN_01,PROD_00121,Stationery,South,712,204,623,262,361.11,0.01,Cloudy,Republic Day,266.26,Slow
07-06-2022,MEESHO_HYD_02,PROD_00204,FURNITURE,South,1125,572,602,494,12475.11,0.13,Drizzle,TRUE,16281.59,Low
10-03-2022,LOCALMART_JDP_01,PROD_00355,books,West,1074,596,1054,816,400.69,0.19,RAINY,1,293.57,Normal
20-02-2023,DMART_BLR_03,PROD_00064,Home,South,851,314,897,369,2124.25,0.37,Foggy,TRUE,2761.08,Low
14-08-2022,LOCALMART_JDP_01,PROD_00005,groc,West,-122,32,93,53,373.98,0.14,overcast,Holi Offer,423.56,Medium
31-05-2024,LOCALMART_JDP_01,PROD_00115,cosmetics,West,,281,282,277,818.51,0.15,foggy,none,1009.01,Medium
02-03-2023,LOCALMART_JDP_01,PROD_00032,Food,West,359,115,316,107,332.52,0.45,,None,339.15,Normal
28-12-2024,AMAZON_MUM_02,PROD_00341,Auto,West,1880,655,1419,655,4416.83,0.31,Thunderstorm,TRUE,5629.81,High
18-12-2022,FLIPKART_BLR_01,PROD_00085,Cosmetics,South,1012,378,925,380,712.98,0.22,Cloudy,Holi Offer,740.56,Festive
18-05-2024,DMART_MUM_01,PROD_00111,electronics,West,880,525,409,747,19386.25,0.09,Fair,1,16132.27,Medium
11-10-2024,DMART_DEL_02,PROD_00061,Home & Kitchen,North,108,65,62,93,2919.61,0.21,Wet,Eid Special,2460.95,High
28-03-2024,MEESHO_KOL_01,PROD_00400,Sports,East,241,188,159,176,1975.23,0.25,STORM,Republic Day,2492.66,Average
28-05-2022,RELIANCE_LKW_01,PROD_00487,Toy,North,811,588,860,862,852.54,0.13,Drizzle,Navratri,1133.93,Medium
25-03-2022,DMART_MUM_01,PROD_00329,BOOKS,West,245,78,210,59,598.5,0.33,STORM,Navratri,772.92,Peak
13-03-2023,DMART_CHN_04,PROD_00163,Clothes,South,912,263,971,342,883.51,0.31,SUN,Onam Festival,727.22,Medium
06-09-2023,LOCALMART_JDP_01,PROD_00030,books,West,374,154,363,128,426.22,0.34,Storm,Republic Day,485.66,Normal
19-05-2024,Spencer_CHN_01,PROD_00103,Stationery,South,,327,349,237,,0.39,Foggy,Onam Festival,495.73,Average
15-10-2023,AMAZON_MUM_02,PROD_00340,Sports,West,543,342,280,497,2296.04,0.13,,Onam Festival,3007.14,Peak
01-01-2024,DMART_BLR_03,PROD_00492,GROCERY,South,738,487,560,709,391.25,0.05,Clear,Christmas Sale,396.29,Low
13-12-2023,DMART_MUM_01,PROD_00262,automotive,West,16831,359,0,463,3470.91,0.13,foggy,FALSE,4261.92,High
18-02-2022,FLIPKART_PUN_02,PROD_00162,Elec,West,47,27,52,27,19618.46,0.43,CLOUDY,Christmas Sale,18085.65,Peak
06-11-2023,DMART_MUM_01,PROD_00211,Kitchen,West,1804,2084,1253,2885,2680.71,0.12,Cloudy,TRUE,2949.42,High
06-02-2023,DMART_CHN_04,PROD_00117,Book,South,,72,122,71,,0.22,SUNNY,Christmas Sale,499.43,Slow
25-09-2022,FLIPKART_BLR_01,PROD_00411,BEAUTY,South,437,184,325,155,716.49,0.23,Overcast,FALSE,960.44,Average
21-03-2022,DMART_DEL_02,PROD_00069,Furniture,North,18005,87,0,130,10775.87,0.02,CLOUDY,FALSE,14273.79,Medium
10-04-2022,DMART_CHN_04,PROD_00452,Automotive,South,471,195,508,197,2657.73,0.06,Mist,New Year Sale,2125.11,Medium
02-19-2023,MEESHO_HYD_02,PROD_00177,Auto,South,48,33,16,15,3905.62,0,Breezy,FALSE,4492.2,Off-season
26-07-2022,AMAZON_MUM_02,PROD_00299,cosmetics,West,,139,372,200,962.42,0.21,rain,Republic Day,1094.66,Slow
30-08-2024,BIGBAZAAR_NGP_01,PROD_00492,Cosmetics,West,2343,710,924,1086,1064.05,0.08,Stormy,Christmas Sale,1014.5,Normal
22-02-2022,DMART_CHN_04,PROD_00016,Kids,South,431,146,440,100,857.61,0.15,,none,1111.84,Low
02-12-2022,MEESHO_KOL_01,PROD_00472,Furnishings,East,2468,820,2257,796,11422.73,0.39,,1,10603.26,Peak
26-12-2024,DMART_MUM_01,PROD_00408,AUTO,West,860,386,975,539,3309,0.04,Thunderstorm,FALSE,2454.28,Peak
23-07-2024,AMAZON_DEL_01,PROD_00007,Home&Kitchen,North,645,231,468,338,,0.07,Drizzle,0,2026.89,Off-season
22-06-2023,DMART_DEL_02,PROD_00450,FURNITURE,North,52,29,54,-11,13614.47,0.01,Wet,0,16173.25,Low
14-09-2023,DMART_DEL_02,PROD_00120,SPORTS,North,763,287,726,254,1630.96,0.25,Overcast,Eid Special,1872.37,Medium
11-10-2022,LOCALMART_JDP_01,PROD_00414,Furniture,West,1130,358,818,375,11271.64,0.1,Mist,TRUE,11805.15,High
08-06-2022,FLIPKART_PUN_02,PROD_00097,Grocery,West,,38,50,7,489.07,0.14,SUN,Independence Day,336.7,Low
30-10-2024,BIGBAZAAR_NGP_01,PROD_00267,Automotive,West,333,298,125,426,4900.27,,Windy,1,5776.04,High
12-20-2023,AMAZON_MUM_02,PROD_00085,Fitness,West,1747,867,686,951,,0.2,Overcast,Diwali Sale,2816.38,High
26-04-2023,RELIANCE_LKW_01,PROD_00115,Food,North,14031,88,0,148,434.3,0.33,sunny,Independence Day,412.27,Medium
16-08-2023,BIGBAZAAR_NGP_01,PROD_00484,Kitchen,West,134,46,56,40,2244.58,,Windy,Onam Festival,2473,Medium
27-01-2023,DMART_BLR_03,PROD_00119,HOME & KITCHEN,South,132,49,95,61,2216.68,0.16,,NO,2480,Low
12-04-2023,MEESHO_KOL_01,PROD_00439,Clothing,East,534,198,608,244,1019.89,0.11,CLOUDY,1,1204.14,Average
09-08-2023,MEESHO_KOL_01,PROD_00358,FURNITURE,East,940,4,564,248,9583.91,0.12,,TRUE,11012.26,High
09-05-2023,BIGBAZAAR_NGP_01,PROD_00256,Elec,West,242,118,229,77,16540.74,0.03,windy,Republic Day,19243.55,Average
15-10-2024,FLIPKART_BLR_01,PROD_00041,Car Accessories,South,1059,41,485,447,3396.7,0.04,,FALSE,4431.29,High
14-08-2022,JIOMART_PAT_01,PROD_00026,automotive,East,286,246,168,245,3551.54,0.18,rainy,Navratri,3640.76,Medium
10-07-2024,LOCALMART_JDP_01,PROD_00202,AUTO,West,430,153,293,134,4595.7,0.2,sunny,Holi Offer,6083.35,Low
31-08-2023,MEESHO_HYD_02,PROD_00192,Food,South,,249,0,346,372.19,0.22,Windy,Republic Day,500.83,Normal
26-07-2022,FLIPKART_PUN_02,PROD_00271,Beauty,West,261,140,289,127,,0.39,Overcast,Christmas Sale,653.04,Low
21-05-2024,DMART_BLR_03,PROD_00459,cosmetics,South,298,179,332,152,900.94,0.25,foggy,0,1065.47,Average
17-11-2022,LOCALMART_JDP_01,PROD_00415,Automotive,West,2120,679,1449,623,4031.71,0.34,clear,TRUE,3636.56,Peak
13-11-2024,BIGBAZAAR_NGP_01,PROD_00254,CLOTHING,West,1298,423,1407,511,1545.77,0.14,,1,1549.92,Peak
17-06-2024,DMART_MUM_01,PROD_00193,toys,West,73,47,85,39,1023.75,0.11,foggy,NO,1045.25,Slow
05-07-2022,JIOMART_PAT_01,PROD_00489,Cosmetics,East,173,57,178,59,563.42,0.07,FOG,Independence Day,675.93,Low
06-08-2022,JIOMART_PAT_01,PROD_00154,Clothing,East,551,325,222,238,1087.22,0.22,Mist,Onam Festival,1191.93,Average
19-01-2022,BIGBAZAAR_NGP_01,PROD_00142,Furnishings,West,30,14,24,69,12843.52,0.03,CLOUDY,NO,10889.64,Low
19-05-2023,DMART_BLR_03,PROD_00235,groc,South,1104,358,897,307,386.28,0.44,Windy,New Year Sale,433.13,Normal
19-12-2023,DMART_BLR_03,PROD_00454,Fitness,South,853,594,1000,362,2151.4,0.2,Thunderstorm,TRUE,2636.68,High
11-04-2024,DMART_DEL_02,PROD_00290,automotive,North,,197,198,230,3190.96,0.19,Stormy,Diwali Sale,3449.54,High
25-02-2024,AMAZON_DEL_01,PROD_00186,Automotive,North,1705,564,1881,422,2847.4,0.28,Storm,Navratri,2430.77,Slow
15-10-2022,LOCALMART_JDP_01,PROD_00123,Home,West,1405,735,1177,448,2752.19,0.07,FOG,TRUE,2393.91,Festive
05-10-2023,FLIPKART_PUN_02,PROD_00098,Beauty,West,92,30,35,-3,1080.95,0.37,STORM,FALSE,1228.54,High
16-05-2022,LOCALMART_JDP_01,PROD_00159,Home&Kitchen,West,292,108,208,88,2303.73,0.04,Fog,TRUE,2876.41,Average
03-04-2023,MEESHO_HYD_02,PROD_00367,books,South,286,85,163,116,451.59,0.33,Overcast,FALSE,375.07,Medium
06-11-2024,MEESHO_HYD_02,PROD_00437,Sport,South,364,247,379,248,2106.15,0.09,RAINY,1,1753.61,Peak
05-01-2024,LOCALMART_JDP_01,PROD_00293,Sports,West,206,77,202,87,1860.41,0.42,rainy,Independence Day,1932.06,Low
05-18-2024,MEESHO_HYD_02,PROD_00151,Kitchen,South,368,121,353,122,2962.43,0.22,rain,FALSE,3465.9,Average
12-08-2023,DMART_DEL_02,PROD_00150,ELECTRONICS,North,908,438,408,578,15541.33,0.01,Fog,Holi Offer,13300.93,Average
08-11-2024,DMART_DEL_02,PROD_00037,AUTO,North,375,120,226,128,3072.23,0.35,RAINY,none,3156.97,High
