Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
17-01-2026,DMART_096,PRD_0981,Groceries,Tamil Nadu,528,175,256,221,724.7,0.19,Humid,None,608.02,High
18-01-2026,DMART_016,PRD_0082,Groceries,Tamil Nadu,1866,11,39,17,1103.19,0.27,Humid,None,773.69,Medium
19-01-2026,DMART_072,PRD_0845,Apparel,Maharashtra,1830,68,141,86,2073.78,0.32,Extreme Heat,None,1483.93,Medium
20-01-2026,DMART_076,PRD_0720,Groceries,Telangana,57,57,109,63,1176.68,0.23,Humid,Festive Discount,912.68,Medium
21-01-2026,DMART_024,PRD_0201,Groceries,Maharashtra,754,58,111,72,2619.75,0.02,Cloudy,None,2537.3,Medium
22-01-2026,DMART_028,PRD_0447,Personal Care,Karnataka,1391,85,119,111,2164.7,0.19,Sunny,None,1901.1,Medium
23-01-2026,DMART_008,PRD_0844,Groceries,Maharashtra,1464,43,69,74,3060.91,0.05,Cloudy,None,2811.24,Medium
24-01-2026,DMART_092,PRD_0428,Groceries,Tamil Nadu,1592,275,323,323,1763.35,0.29,Cloudy,None,1406.47,High
25-01-2026,DMART_036,PRD_0038,Apparel,Karnataka,1209,43,77,88,1172.49,0.27,Extreme Heat,Festive Discount,967.16,Medium
26-01-2026,DMART_090,PRD_0211,Apparel,Maharashtra,580,32,80,52,3487.03,0.4,Extreme Heat,None,2123.83,Medium
27-01-2026,DMART_008,PRD_0444,Electronics,Maharashtra,962,376,424,405,1257.6,0.25,Humid,Festive Discount,1082.21,High
28-01-2026,DMART_058,PRD_0327,Stationery,Telangana,1724,189,257,213,1511.54,0.32,Extreme Heat,None,1058.94,Medium
29-01-2026,DMART_060,PRD_0761,Home & Kitchen,Maharashtra,1440,69,144,68,2835.76,0.11,Humid,Festive Discount,2883.38,Medium
30-01-2026,DMART_050,PRD_0227,Groceries,Karnataka,1562,267,292,282,328.45,0.14,Sunny,Diwali Sale,324.1,High
31-01-2026,DMART_028,PRD_0048,Apparel,Tamil Nadu,738,129,191,178,1364.99,0.37,Rainy,Republic Day Offer,959.17,High
01-02-2026,DMART_092,PRD_0018,Apparel,Telangana,1084,165,252,168,318.27,0.3,Extreme Heat,None,217.21,Low
02-02-2026,DMART_041,PRD_0912,Apparel,Maharashtra,602,99,137,114,504.78,0.26,Extreme Heat,Republic Day Offer,398.52,Medium
03-02-2026,DMART_100,PRD_0439,Personal Care,Telangana,495,58,133,42,36.15,0.1,Sunny,End of Month,35.67,Medium
04-02-2026,DMART_064,PRD_0807,Groceries,Andhra Pradesh,1187,54,73,53,53.21,0.28,Extreme Heat,None,36.99,Medium
05-02-2026,DMART_027,PRD_0708,Apparel,Telangana,1765,85,96,117,1343.4,0.35,Sunny,None,985.62,Medium
06-02-2026,DMART_063,PRD_0187,Home & Kitchen,Tamil Nadu,755,116,138,135,2835.89,0.09,Humid,Festive Discount,2891.27,Medium
07-02-2026,DMART_017,PRD_0345,Electronics,Andhra Pradesh,245,245,308,274,2062.78,0.28,Extreme Heat,None,1688.33,High
08-02-2026,DMART_073,PRD_0224,Groceries,Andhra Pradesh,909,193,204,239,2229.5,0.16,Extreme Heat,Festive Discount,1971.77,Low
09-02-2026,DMART_033,PRD_0830,Groceries,Telangana,1810,160,211,174,1826.99,0.05,Humid,End of Month,1761.43,High
10-02-2026,DMART_084,PRD_0488,Groceries,Karnataka,1916,155,178,198,2872.88,0.31,Extreme Heat,None,2083.92,Medium
11-02-2026,DMART_077,PRD_0909,Apparel,Tamil Nadu,1396,166,256,182,3083.72,0.07,Cloudy,None,3142.8,Medium
12-02-2026,DMART_092,PRD_0877,Groceries,Karnataka,1846,129,189,153,2977.1,0.1,Sunny,Festive Discount,2768.46,Medium
13-02-2026,DMART_029,PRD_0849,Groceries,Tamil Nadu,1585,359,417,376,2846.22,0.31,Rainy,Diwali Sale,2003.86,High
14-02-2026,DMART_013,PRD_0229,Electronics,Tamil Nadu,677,325,372,331,655.84,0.3,Cloudy,None,443.21,High
15-02-2026,DMART_046,PRD_0390,Groceries,Karnataka,1030,195,238,239,2086.69,0.1,Rainy,Republic Day Offer,1952.1,Medium
16-02-2026,DMART_035,PRD_0979,Apparel,Gujarat,1735,184,222,166,2045.93,0.38,Cloudy,None,1304.73,Medium
17-02-2026,DMART_006,PRD_0589,Groceries,Andhra Pradesh,679,40,113,78,1857.25,0.09,Cloudy,Summer Special,1829.8,Medium
18-02-2026,DMART_082,PRD_0188,Apparel,Telangana,1238,124,156,133,1693.23,0.4,Cloudy,None,1054.29,Medium
19-02-2026,DMART_069,PRD_0858,Personal Care,Karnataka,1325,165,197,160,330.31,0.3,Sunny,None,219.84,Low
20-02-2026,DMART_047,PRD_0270,Electronics,Karnataka,1852,164,189,172,375.53,0.16,Rainy,None,330.23,Medium
21-02-2026,DMART_025,PRD_0607,Electronics,Telangana,93,39,92,88,3159.94,0.05,Humid,None,3316.38,Medium
22-02-2026,DMART_066,PRD_0310,Groceries,Andhra Pradesh,1543,58,127,61,2213.05,0.13,Humid,Diwali Sale,2193.09,Low
23-02-2026,DMART_010,PRD_0132,Groceries,Telangana,538,179,259,165,932.86,0.08,Extreme Heat,Republic Day Offer,848.44,Medium
24-02-2026,DMART_056,PRD_0551,Groceries,Tamil Nadu,230,84,158,112,991.97,0.25,Sunny,End of Month,769.65,Medium
25-02-2026,DMART_030,PRD_0072,Home & Kitchen,Gujarat,1150,77,105,119,2143.48,0.14,Sunny,Republic Day Offer,2063.66,Medium
26-02-2026,DMART_005,PRD_0793,Stationery,Tamil Nadu,423,168,222,193,1436.13,0.12,Sunny,None,1211.43,High
27-02-2026,DMART_033,PRD_0845,Personal Care,Gujarat,677,138,148,165,1555.81,0.3,Cloudy,Diwali Sale,1110.83,Low
28-02-2026,DMART_065,PRD_0672,Home & Kitchen,Telangana,1006,259,280,263,231.06,0.09,Sunny,Festive Discount,224.61,High
01-03-2026,DMART_018,PRD_0187,Groceries,Tamil Nadu,116,112,146,134,502.81,0.23,Humid,None,394.33,Medium
02-03-2026,DMART_096,PRD_0486,Apparel,Andhra Pradesh,1598,174,270,208,1388.86,0.08,Sunny,None,1338.93,Medium
03-03-2026,DMART_049,PRD_0191,Electronics,Tamil Nadu,1165,318,416,331,2454.91,0.29,Cloudy,Diwali Sale,1983.21,High
04-03-2026,DMART_011,PRD_0422,Groceries,Karnataka,1831,158,255,202,187.13,0.25,Rainy,None,134,Medium
05-03-2026,DMART_085,PRD_0120,Personal Care,Gujarat,828,97,116,104,1184.26,0.32,Sunny,None,777.58,Medium
06-03-2026,DMART_026,PRD_0220,Groceries,Gujarat,700,177,252,197,2438.85,0.03,Rainy,End of Month,2340.59,Medium
07-03-2026,DMART_063,PRD_0053,Personal Care,Andhra Pradesh,1926,240,282,248,2776.34,0.08,Extreme Heat,Summer Special,2623.15,High
08-03-2026,DMART_089,PRD_0734,Personal Care,Gujarat,1317,128,224,139,681.97,0.06,Cloudy,Diwali Sale,669.36,High
09-03-2026,DMART_086,PRD_0451,Groceries,Gujarat,390,112,123,160,2565.58,0.08,Sunny,End of Month,2259.63,High
10-03-2026,DMART_059,PRD_0412,Personal Care,Andhra Pradesh,952,413,426,426,3344.83,0.04,Extreme Heat,None,3617.28,High
11-03-2026,DMART_027,PRD_0643,Groceries,Tamil Nadu,1858,175,207,213,3175.71,0.22,Extreme Heat,Diwali Sale,2729.01,Low
12-03-2026,DMART_049,PRD_0237,Personal Care,Telangana,1377,166,216,206,2767.03,0.24,Rainy,Republic Day Offer,2110.52,Medium
13-03-2026,DMART_077,PRD_0758,Personal Care,Tamil Nadu,447,274,321,305,2498.9,0.34,Humid,None,1651.51,High
14-03-2026,DMART_033,PRD_0738,Groceries,Karnataka,752,315,411,357,838.28,0.17,Humid,None,664.54,High
15-03-2026,DMART_098,PRD_0720,Apparel,Karnataka,1521,45,110,50,2225.98,0.21,Humid,End of Month,1810.97,Medium
16-03-2026,DMART_099,PRD_0406,Home & Kitchen,Gujarat,146,146,231,137,2258.59,0.4,Humid,Summer Special,1356.37,High
17-03-2026,DMART_001,PRD_0608,Groceries,Karnataka,1404,120,173,121,1435.74,0.21,Cloudy,Republic Day Offer,1217.81,Medium
18-03-2026,DMART_021,PRD_0422,Groceries,Telangana,1278,14,87,49,1735.69,0.23,Sunny,None,1416.1,Medium
19-03-2026,DMART_055,PRD_0712,Apparel,Gujarat,498,157,190,142,2435.22,0.4,Sunny,None,1667.77,Medium
20-03-2026,DMART_006,PRD_0247,Electronics,Karnataka,1491,148,198,163,3333.31,0.4,Cloudy,None,2218.08,Medium
21-03-2026,DMART_092,PRD_0072,Groceries,Maharashtra,1722,322,359,360,1047.67,0.17,Rainy,None,840.15,High
22-03-2026,DMART_081,PRD_0830,Groceries,Maharashtra,126,126,197,164,877.34,0.25,Sunny,Summer Special,717.79,High
23-03-2026,DMART_069,PRD_0185,Groceries,Maharashtra,945,186,210,233,2114.29,0.19,Extreme Heat,End of Month,1663.63,Medium
24-03-2026,DMART_095,PRD_0006,Personal Care,Maharashtra,598,468,539,499,475.18,0.29,Sunny,Diwali Sale,342.31,High
25-03-2026,DMART_005,PRD_0206,Groceries,Tamil Nadu,847,155,174,202,2047.21,0.38,Cloudy,Summer Special,1346.7,Medium
26-03-2026,DMART_003,PRD_0544,Groceries,Maharashtra,1498,167,205,197,329.2,0.12,Rainy,None,303.93,Medium
27-03-2026,DMART_053,PRD_0611,Home & Kitchen,Gujarat,1502,137,177,184,1727.23,0.33,Sunny,End of Month,1259.85,Medium
28-03-2026,DMART_023,PRD_0906,Personal Care,Andhra Pradesh,1558,320,392,325,2179.04,0.26,Cloudy,None,1793.1,High
29-03-2026,DMART_053,PRD_0387,Groceries,Tamil Nadu,864,65,161,85,263.98,0.11,Extreme Heat,None,262.17,Medium
30-03-2026,DMART_037,PRD_0768,Personal Care,Andhra Pradesh,1071,82,109,66,740.2,0.32,Humid,None,484.04,Low
31-03-2026,DMART_074,PRD_0699,Personal Care,Gujarat,184,184,200,216,1187.1,0.17,Extreme Heat,Festive Discount,1062.47,Medium
01-04-2026,DMART_074,PRD_0076,Groceries,Gujarat,703,100,136,117,1302.72,0.05,Extreme Heat,None,1413.66,Low
02-04-2026,DMART_083,PRD_0177,Groceries,Telangana,1327,38,56,70,2372.84,0.4,Rainy,None,1567.5,Medium
03-04-2026,DMART_017,PRD_0827,Stationery,Tamil Nadu,1633,137,166,172,1860.99,0.17,Sunny,Diwali Sale,1628,Medium
04-04-2026,DMART_085,PRD_0799,Groceries,Andhra Pradesh,1328,36,130,34,1349.74,0.22,Humid,None,1210.41,Medium
05-04-2026,DMART_078,PRD_0349,Home & Kitchen,Maharashtra,695,77,136,121,1588.35,0.32,Cloudy,None,1035.57,Medium
06-04-2026,DMART_073,PRD_0255,Electronics,Gujarat,1875,172,242,220,65.16,0.38,Humid,End of Month,39.09,Low
07-04-2026,DMART_001,PRD_0837,Groceries,Maharashtra,769,453,529,485,2701.43,0.35,Sunny,None,1937.89,High
08-04-2026,DMART_051,PRD_0702,Groceries,Andhra Pradesh,1572,19,102,17,162.7,0.21,Rainy,Festive Discount,136.24,Medium
09-04-2026,DMART_045,PRD_0308,Personal Care,Tamil Nadu,662,136,162,181,2906.02,0.22,Sunny,Diwali Sale,2209.77,Medium
10-04-2026,DMART_077,PRD_0345,Stationery,Karnataka,533,228,258,255,1902.67,0.11,Cloudy,None,1735.82,High
11-04-2026,DMART_004,PRD_0127,Electronics,Karnataka,1119,80,162,125,1856.81,0.19,Humid,None,1448.15,Medium
12-04-2026,DMART_062,PRD_0937,Home & Kitchen,Gujarat,1516,185,275,182,2471.93,0.38,Extreme Heat,Republic Day Offer,1617.32,High
13-04-2026,DMART_065,PRD_0287,Groceries,Telangana,1655,103,144,121,3011.27,0.29,Sunny,None,2075.6,Medium
14-04-2026,DMART_032,PRD_0766,Home & Kitchen,Maharashtra,697,85,142,115,3300.41,0,Rainy,Diwali Sale,3139.94,Medium
15-04-2026,DMART_034,PRD_0725,Personal Care,Gujarat,841,498,545,500,1910.93,0.05,Rainy,End of Month,1841.68,High
16-04-2026,DMART_092,PRD_0762,Personal Care,Telangana,628,198,235,210,544.29,0.37,Humid,End of Month,341.8,Medium
17-04-2026,DMART_095,PRD_0596,Groceries,Maharashtra,1077,193,284,232,3077.64,0.34,Extreme Heat,Republic Day Offer,2076.78,Medium
18-04-2026,DMART_072,PRD_0487,Groceries,Andhra Pradesh,1809,86,155,124,161.54,0.19,Cloudy,Summer Special,133.48,Medium
19-04-2026,DMART_039,PRD_0383,Apparel,Karnataka,50,50,129,55,2829.53,0.25,Extreme Heat,None,2283.44,Medium
20-04-2026,DMART_026,PRD_0406,Personal Care,Telangana,1363,444,511,440,2387.87,0.12,Humid,None,2282.05,High
21-04-2026,DMART_034,PRD_0388,Groceries,Maharashtra,158,75,154,107,3168.45,0.32,Extreme Heat,End of Month,2101.7,Medium
22-04-2026,DMART_054,PRD_0525,Groceries,Gujarat,1850,237,327,259,3143.17,0.24,Humid,None,2502.83,High
23-04-2026,DMART_003,PRD_0557,Stationery,Maharashtra,1648,43,105,70,204.98,0.28,Extreme Heat,Diwali Sale,166.45,Medium
24-04-2026,DMART_050,PRD_0639,Home & Kitchen,Gujarat,509,131,150,130,2140.87,0.15,Sunny,End of Month,1782.77,Medium
25-04-2026,DMART_012,PRD_0938,Groceries,Karnataka,315,59,70,73,453.86,0.17,Rainy,None,430.71,Medium
26-04-2026,DMART_065,PRD_0626,Groceries,Karnataka,1211,389,423,401,293.07,0.08,Humid,None,257.19,High
27-04-2026,DMART_054,PRD_0945,Groceries,Maharashtra,1507,51,98,32,1580,0.38,Humid,Republic Day Offer,950.16,Medium
28-04-2026,DMART_005,PRD_0276,Electronics,Maharashtra,93,93,103,106,359.64,0.38,Rainy,Summer Special,219.75,High
29-04-2026,DMART_094,PRD_0500,Personal Care,Gujarat,935,43,132,54,2553.1,0.33,Cloudy,None,1785.77,Medium
30-04-2026,DMART_094,PRD_0717,Personal Care,Gujarat,1583,420,519,420,3391.91,0.37,Humid,Diwali Sale,2157.91,High
01-05-2026,DMART_057,PRD_0337,Personal Care,Telangana,993,14,99,0,2002.15,0.27,Sunny,None,1510.73,Low
02-05-2026,DMART_017,PRD_0950,Groceries,Telangana,1032,99,181,106,838.39,0.09,Extreme Heat,None,868.34,Low
03-05-2026,DMART_047,PRD_0932,Apparel,Telangana,311,181,203,208,2954.36,0.3,Sunny,None,2105.85,Low
04-05-2026,DMART_023,PRD_0481,Personal Care,Maharashtra,777,168,248,216,2988.8,0.13,Humid,None,2911.31,High
05-05-2026,DMART_079,PRD_0897,Groceries,Tamil Nadu,682,158,168,207,2570.1,0.18,Cloudy,End of Month,2032.8,Medium
06-05-2026,DMART_085,PRD_0911,Groceries,Tamil Nadu,201,130,170,149,2160.66,0.11,Humid,Diwali Sale,2139.11,Medium
07-05-2026,DMART_014,PRD_0973,Personal Care,Tamil Nadu,262,262,359,247,3039.92,0.17,Cloudy,Festive Discount,2851.93,High
08-05-2026,DMART_066,PRD_0273,Electronics,Tamil Nadu,1065,38,114,31,588.26,0.27,Rainy,None,432.44,Low
09-05-2026,DMART_075,PRD_0920,Groceries,Telangana,1307,111,176,157,3261.97,0.04,Extreme Heat,Festive Discount,3317.56,Medium
10-05-2026,DMART_051,PRD_0058,Stationery,Maharashtra,912,49,77,39,3316.27,0.04,Sunny,Diwali Sale,3143.61,Medium
11-05-2026,DMART_038,PRD_0328,Apparel,Tamil Nadu,672,124,137,142,3054.53,0.27,Cloudy,None,2158.83,Medium
12-05-2026,DMART_064,PRD_0731,Groceries,Karnataka,410,27,64,47,892.3,0.31,Sunny,None,679.77,Low
13-05-2026,DMART_098,PRD_0109,Groceries,Andhra Pradesh,369,132,185,135,3006.46,0.22,Rainy,Republic Day Offer,2523.18,Medium
14-05-2026,DMART_038,PRD_0279,Groceries,Karnataka,271,58,97,80,1751.78,0.07,Humid,Summer Special,1792.8,Medium
15-05-2026,DMART_050,PRD_0686,Home & Kitchen,Maharashtra,1811,198,243,203,2090.36,0.17,Cloudy,End of Month,1800.82,Low
16-05-2026,DMART_098,PRD_0328,Groceries,Maharashtra,259,74,136,82,2945.29,0.3,Extreme Heat,Republic Day Offer,2061.54,Low
17-05-2026,DMART_082,PRD_0776,Groceries,Andhra Pradesh,1469,173,241,154,122.95,0.27,Cloudy,None,92.93,Medium
18-05-2026,DMART_030,PRD_0315,Personal Care,Gujarat,980,79,156,88,1283.04,0.04,Humid,None,1186.09,Medium
19-05-2026,DMART_079,PRD_0474,Home & Kitchen,Gujarat,1656,16,112,52,2858.61,0.39,Humid,None,1755.44,Low
20-05-2026,DMART_091,PRD_0111,Groceries,Gujarat,538,70,154,108,2852.56,0.09,Extreme Heat,None,2620.5,Medium
21-05-2026,DMART_051,PRD_0699,Personal Care,Telangana,1945,448,461,446,2973.43,0.09,Extreme Heat,End of Month,2957.21,High
22-05-2026,DMART_063,PRD_0781,Personal Care,Gujarat,650,223,243,256,608.87,0.18,Rainy,Summer Special,479.62,High
23-05-2026,DMART_098,PRD_0935,Personal Care,Telangana,823,221,283,270,2476.49,0.13,Sunny,None,2152.51,High
24-05-2026,DMART_052,PRD_0229,Apparel,Telangana,927,26,123,28,529.83,0.39,Cloudy,End of Month,324.92,Medium
25-05-2026,DMART_038,PRD_0497,Groceries,Gujarat,1537,181,244,193,2752.14,0.03,Rainy,None,2830.48,Medium
26-05-2026,DMART_097,PRD_0156,Apparel,Gujarat,749,85,178,130,873.04,0.12,Sunny,None,767.46,Medium
27-05-2026,DMART_088,PRD_0473,Home & Kitchen,Andhra Pradesh,1697,194,248,184,2587.61,0.15,Rainy,None,2147.75,High
28-05-2026,DMART_079,PRD_0701,Personal Care,Tamil Nadu,501,129,155,126,1603.41,0.2,Extreme Heat,None,1284.78,High
29-05-2026,DMART_030,PRD_0272,Home & Kitchen,Andhra Pradesh,462,172,245,216,3452.2,0.01,Extreme Heat,None,3535.17,Medium
30-05-2026,DMART_051,PRD_0887,Personal Care,Telangana,1824,183,250,194,2038.03,0.03,Humid,None,2085.81,Medium
31-05-2026,DMART_081,PRD_0002,Groceries,Andhra Pradesh,525,114,136,97,2221.38,0.1,Cloudy,None,1913.9,High
01-06-2026,DMART_005,PRD_0758,Home & Kitchen,Telangana,305,142,232,157,1301.21,0.22,Cloudy,None,1027.08,Low
02-06-2026,DMART_029,PRD_0722,Personal Care,Maharashtra,1223,408,468,444,2576.13,0.31,Cloudy,Diwali Sale,1960.32,High
03-06-2026,DMART_004,PRD_0511,Home & Kitchen,Telangana,176,84,145,96,1742.2,0.27,Rainy,None,1360.23,Medium
04-06-2026,DMART_010,PRD_0913,Groceries,Telangana,441,153,177,146,82.87,0.23,Rainy,Festive Discount,66.44,Medium
05-06-2026,DMART_056,PRD_0286,Electronics,Andhra Pradesh,1904,67,80,94,2137.86,0.16,Cloudy,Summer Special,1868.7,Medium
06-06-2026,DMART_017,PRD_0871,Personal Care,Tamil Nadu,529,51,142,67,2910,0.35,Humid,Festive Discount,1936.48,Low
07-06-2026,DMART_074,PRD_0013,Groceries,Maharashtra,1042,103,121,87,844.07,0.18,Sunny,Diwali Sale,704.88,Low
08-06-2026,DMART_017,PRD_0608,Personal Care,Karnataka,1470,197,273,226,789.3,0.12,Rainy,Republic Day Offer,715.51,Medium
09-06-2026,DMART_084,PRD_0498,Apparel,Karnataka,972,193,284,233,2138.92,0.25,Cloudy,None,1802.86,Medium
10-06-2026,DMART_088,PRD_0733,Apparel,Tamil Nadu,451,143,233,191,2866.57,0.28,Extreme Heat,End of Month,2154.26,Low
11-06-2026,DMART_069,PRD_0238,Personal Care,Karnataka,323,323,406,340,888.68,0.16,Rainy,None,809.09,High
12-06-2026,DMART_034,PRD_0094,Stationery,Maharashtra,894,33,99,58,3264.27,0.01,Sunny,None,3592.18,Medium
13-06-2026,DMART_006,PRD_0338,Groceries,Gujarat,1983,100,138,94,3247.31,0.04,Rainy,None,3230.87,Medium
14-06-2026,DMART_053,PRD_0781,Personal Care,Maharashtra,188,61,117,77,717.87,0.34,Sunny,None,529.62,Medium
15-06-2026,DMART_066,PRD_0171,Stationery,Andhra Pradesh,152,147,161,153,937.97,0.02,Sunny,None,1055.75,Low
16-06-2026,DMART_077,PRD_0981,Stationery,Telangana,1315,148,227,128,2458.08,0.24,Rainy,Festive Discount,1963.1,High
17-06-2026,DMART_043,PRD_0606,Home & Kitchen,Telangana,1190,115,188,123,3332.03,0.07,Sunny,None,3193.45,Medium
18-06-2026,DMART_075,PRD_0661,Stationery,Andhra Pradesh,1287,182,250,168,2490.39,0.09,Rainy,Summer Special,2518.17,Low
19-06-2026,DMART_023,PRD_0624,Groceries,Andhra Pradesh,533,10,54,18,1568.25,0.11,Rainy,None,1507.17,Low
20-06-2026,DMART_055,PRD_0567,Stationery,Telangana,578,34,48,44,608.12,0.02,Humid,End of Month,639.25,Medium
21-06-2026,DMART_080,PRD_0849,Groceries,Tamil Nadu,1764,121,180,138,1624.31,0.07,Extreme Heat,Republic Day Offer,1702.8,Medium
22-06-2026,DMART_095,PRD_0936,Groceries,Gujarat,273,112,181,99,2131.55,0.26,Sunny,Diwali Sale,1703.36,Medium
23-06-2026,DMART_075,PRD_0467,Groceries,Gujarat,1343,146,170,162,1171.71,0.2,Rainy,None,1010.78,Medium
24-06-2026,DMART_016,PRD_0628,Personal Care,Gujarat,1898,467,500,505,1795.7,0.32,Sunny,Republic Day Offer,1210.55,High
25-06-2026,DMART_008,PRD_0143,Groceries,Andhra Pradesh,1934,253,283,286,473.15,0.02,Rainy,None,504.33,High
26-06-2026,DMART_004,PRD_0201,Groceries,Telangana,1207,162,173,199,1593.61,0.36,Rainy,Diwali Sale,1155.15,Medium
27-06-2026,DMART_004,PRD_0180,Groceries,Tamil Nadu,163,163,255,168,335.9,0.4,Rainy,Diwali Sale,214.69,High
28-06-2026,DMART_056,PRD_0714,Groceries,Telangana,1514,192,246,219,190.83,0.01,Extreme Heat,None,213.61,Low
29-06-2026,DMART_025,PRD_0364,Personal Care,Telangana,693,75,166,65,3003.19,0.39,Sunny,None,1864.76,Medium
30-06-2026,DMART_067,PRD_0479,Personal Care,Tamil Nadu,700,33,52,35,733.68,0.09,Extreme Heat,None,639.95,Low
01-07-2026,DMART_096,PRD_0565,Groceries,Maharashtra,1438,91,145,104,2021.54,0.28,Extreme Heat,Summer Special,1512.31,Medium
02-07-2026,DMART_067,PRD_0471,Home & Kitchen,Tamil Nadu,1305,100,146,112,538.46,0.12,Extreme Heat,End of Month,450.53,Medium
03-07-2026,DMART_027,PRD_0384,Stationery,Maharashtra,507,423,455,404,933.6,0.21,Extreme Heat,None,723.5,High
04-07-2026,DMART_093,PRD_0692,Apparel,Karnataka,424,193,247,233,1277.46,0.2,Humid,None,1009.83,Low
05-07-2026,DMART_032,PRD_0926,Groceries,Maharashtra,1677,44,94,27,519.99,0.14,Sunny,None,472.58,Medium
06-07-2026,DMART_050,PRD_0417,Home & Kitchen,Gujarat,1852,229,303,220,179.95,0.29,Sunny,None,145.65,High
07-07-2026,DMART_061,PRD_0825,Groceries,Gujarat,660,15,85,23,3072.52,0.24,Rainy,End of Month,2227.62,Medium
08-07-2026,DMART_051,PRD_0308,Groceries,Tamil Nadu,256,186,201,207,61.18,0.2,Sunny,End of Month,48.81,Medium
09-07-2026,DMART_019,PRD_0649,Groceries,Gujarat,1593,153,227,189,233.4,0.39,Extreme Heat,End of Month,162.86,Low
10-07-2026,DMART_021,PRD_0694,Apparel,Gujarat,1541,150,177,179,2821.65,0.38,Cloudy,Festive Discount,1970.43,Medium
11-07-2026,DMART_005,PRD_0367,Groceries,Karnataka,1955,21,70,66,1001.39,0.38,Sunny,Diwali Sale,693.48,Medium
12-07-2026,DMART_082,PRD_0001,Groceries,Gujarat,1516,148,195,134,2535.41,0.35,Cloudy,Republic Day Offer,1595.87,Low
13-07-2026,DMART_092,PRD_0044,Groceries,Andhra Pradesh,966,56,110,92,528.87,0.1,Humid,End of Month,513.5,Medium
14-07-2026,DMART_042,PRD_0739,Stationery,Andhra Pradesh,370,69,95,94,845.74,0.14,Rainy,Republic Day Offer,720.52,Medium
15-07-2026,DMART_061,PRD_0843,Home & Kitchen,Andhra Pradesh,142,58,157,59,2013.26,0.09,Rainy,Summer Special,1979.01,Medium
16-07-2026,DMART_022,PRD_0098,Groceries,Maharashtra,1481,132,154,122,3460.45,0.39,Rainy,End of Month,2185.82,High
17-07-2026,DMART_021,PRD_0720,Personal Care,Tamil Nadu,1231,70,89,82,275.59,0.06,Humid,None,279.04,Low
18-07-2026,DMART_070,PRD_0265,Personal Care,Tamil Nadu,921,405,504,438,1413.93,0.15,Extreme Heat,Festive Discount,1244.83,High
19-07-2026,DMART_001,PRD_0800,Home & Kitchen,Telangana,148,148,188,147,169.92,0.08,Cloudy,Republic Day Offer,176.89,High
20-07-2026,DMART_005,PRD_0783,Groceries,Karnataka,274,49,145,33,713.31,0.09,Sunny,None,619.94,Medium
21-07-2026,DMART_012,PRD_0140,Stationery,Andhra Pradesh,901,224,283,271,3178,0.1,Extreme Heat,End of Month,2826.77,High
22-07-2026,DMART_090,PRD_0481,Groceries,Andhra Pradesh,490,80,173,73,355.68,0.26,Rainy,None,293.89,Medium
23-07-2026,DMART_046,PRD_0237,Home & Kitchen,Gujarat,769,479,511,461,3001.86,0.03,Rainy,Summer Special,3195.27,High
24-07-2026,DMART_034,PRD_0974,Groceries,Andhra Pradesh,634,70,124,107,638.76,0.23,Extreme Heat,Festive Discount,485.58,Medium
25-07-2026,DMART_049,PRD_0953,Groceries,Gujarat,1474,159,247,165,3019.01,0.33,Cloudy,None,1970.73,Medium
26-07-2026,DMART_078,PRD_0904,Groceries,Gujarat,1644,47,94,30,1892.32,0.31,Extreme Heat,Summer Special,1321.7,Medium
27-07-2026,DMART_090,PRD_0072,Personal Care,Telangana,1872,70,90,116,3076.16,0.06,Humid,End of Month,3025.68,Low
28-07-2026,DMART_045,PRD_0667,Groceries,Maharashtra,113,92,109,135,547.93,0.37,Rainy,Republic Day Offer,331.18,Low
29-07-2026,DMART_027,PRD_0190,Apparel,Gujarat,817,109,196,130,2671.89,0.31,Cloudy,None,2063.21,Medium
30-07-2026,DMART_073,PRD_0268,Groceries,Gujarat,609,270,292,278,2388.83,0,Sunny,None,2518.28,High
31-07-2026,DMART_026,PRD_0321,Home & Kitchen,Tamil Nadu,1352,56,151,70,1909.41,0.29,Rainy,None,1537.2,Medium
01-08-2026,DMART_047,PRD_0107,Apparel,Telangana,1783,219,262,217,2840.84,0.29,Extreme Heat,None,2047.54,High
02-08-2026,DMART_086,PRD_0232,Personal Care,Gujarat,719,155,229,203,2276,0.2,Cloudy,Diwali Sale,1747.54,Low
03-08-2026,DMART_056,PRD_0042,Home & Kitchen,Karnataka,1896,134,218,144,3072.12,0.02,Rainy,Summer Special,3384.82,Medium
04-08-2026,DMART_094,PRD_0702,Home & Kitchen,Maharashtra,1592,286,305,308,1346.1,0.23,Sunny,Festive Discount,1015.69,High
